id,WT_Veh1,WT_Veh2,WT_Veh3,WT_E2-1,WT_E2-2,WT_E2-3,baseMean
SNRPB2,40.5851,43.3351,39.4278,45.3998,42.8028,47.7525,43.21718333
ADAP2,2.06899,1.53813,1.54654,1.88791,1.42415,1.91161,1.729555
AC005082.1,1.10943,1.56819,1.93785,0.747781,4.18543,1.37804,1.821120167
NARFL,15.6148,15.7532,16.396,14.938,14.3761,13.4046,15.08045
C1orf86,8.48066,7.95301,11.1054,10.2011,10.5531,9.00184,9.549185
ZNF154,0,0,0,0,0,0,0
HEATR2,17.8455,16.5382,19.8011,17.4241,16.4292,16.1836,17.37028333
NR2F6,13.1486,12.8114,14.5211,15.3455,14.6587,15.2807,14.29433333
BACH2,0.119493,0.126756,0.0518401,0.05209,0.0344731,0.038485,0.070522867
CLCC1,25.9186,25.7627,27.2366,26.756,25.3453,24.9162,25.98923333
ZNF260,5.85114,5.99387,5.70845,5.62513,5.60249,6.81182,5.93215
FKBP4,118.168,117.613,116.685,172.663,179.133,171.901,146.0271667
ANXA7,74.88,77.3034,76.5761,71.8654,72.0987,68.3692,73.51546667
SFRP1,0,0,0.0163904,0.0316244,0.00707992,0,0.009182453
FSTL3,12.2663,11.473,13.9744,12.5134,11.746,11.8219,12.29916667
CCDC88C,7.91135,7.40467,7.79647,11.1225,10.5495,10.183,9.161248333
ZNF831,0.00249368,0,0,0,0,0.00309744,0.000931853
PDCD10,61.2328,64.3747,57.6004,64.6046,63.1633,64.2977,62.54558333
MTHFR,6.31556,5.79259,6.02789,4.42343,5.62579,4.89262,5.51298
OR51B4,0.0295536,0,0,0,0,0,0.0049256
CYP1A2,0.10007,0.077154,0.143012,0.0735808,0.0411841,0.0621491,0.082858333
GPRASP2,3.37725,3.56061,3.15475,3.28402,3.0782,3.24178,3.282768333
HIST1H3A,1.13785,0.742317,1.03196,0.265477,1.08967,1.08718,0.892409
AL160274.1,0,0,0,0,0,0,0
PNKP,11.9321,11.8047,12.4704,11.1338,11.1343,10.5223,11.4996
TBL3,15.9849,14.6259,15.1411,13.7509,17.3228,14.107,15.15543333
RBP2,0,0,0,0,0,0,0
TSGA10,2.03921,2.46726,2.45705,2.37222,2.66176,2.60226,2.433293333
CAPRIN2,3.19458,3.19358,2.91678,2.94946,2.94286,2.55926,2.95942
TMEM186,12.9731,13.3809,14.0415,14.5922,14.6617,14.4384,14.01463333
CHMP3,62.1235,63.4263,61.3971,58.3598,58.8172,55.5613,59.94753333
RIC8A,48.556,42.7696,45.087,36.9824,30.5566,32.3987,39.39171667
TPGS1,0.415092,0.374044,0.87005,0.503606,1.19797,0.541372,0.650355667
ARMC9,15.1487,16.2914,13.6597,13.7509,12.9894,11.5441,13.89736667
BARX1,0.0616491,0,0,0,0,0,0.01027485
NDC1,15.4748,15.9251,16.4137,20.0759,17.7485,20.1229,17.62681667
ADTRP,0.0375928,0.142177,0.0807156,0.0338972,0.0377739,0,0.055359417
SNAPC1,4.27967,4.41787,4.5637,6.26782,6.18966,7.30493,5.503941667
RP11-322E11.6,0.110498,1.75E-45,2.53E-54,3.05E-141,7.81E-117,0.140882,0.041896667
TPMT,5.08578,5.24851,4.63698,4.84951,5.13629,5.84777,5.13414
CYP4A22,0,0,0,0.0147406,0,0,0.002456767
SYT14,0.00838143,0,0,0,0,0,0.001396905
AC003043.1,0,0,0,0,0,0,0
NETO1,0,0.0114542,0,0.0739364,0.024145,0,0.018255933
GPT,0.31241,0.165596,0.21486,0.33164,0.321434,0.294987,0.273487833
LNX2,5.96457,5.93248,5.66479,5.51997,5.51824,5.99981,5.766643333
CIB2,0.267814,0.131946,0.162273,0.125835,0.035702,0.0873791,0.135158183
TMEM214,34.8464,32.3674,35.0518,30.6782,28.5354,31.1481,32.10455
JKAMP,35.369,34.4628,35.3415,36.0539,32.5567,38.6582,35.40701667
DDX50,13.1593,13.622,13.0695,15.3686,14.3255,14.9767,14.08693333
ZNF343,1.67404,2.18833,1.83374,2.79546,2.5851,2.48841,2.260846667
SNX17,46.8773,46.9222,48.5904,44.9507,45.5692,46.3776,46.5479
AC022498.1,0.0222553,0.0117968,0,0,0.012594,0.0138218,0.010077983
PTPRE,3.09324,4.06009,3.51028,3.76481,3.42461,2.96297,3.469333333
DYNLL1,180.565,188.388,193.71,209.117,192.846,180.46,190.8476667
VSTM4,0.00741611,0,0.00121441,0.000535566,0,0,0.001527681
C6orf57,6.26099,6.4244,5.90346,6.39649,5.51792,6.2143,6.119593333
AC023590.1,0,0,0,0,0,0,0
VWA3B,0.358176,0.37749,0.249026,0.239988,0.295556,0.368618,0.314809
RPS20,1026.45,1087.21,1021.61,1125.13,1231.88,1120.54,1102.136667
ADAT1,88.7413,89.823,84.0706,90.3049,87.5508,84.3482,87.47313333
LILRB4,0,0,0,0,0,0,0
WIPI2,51.1281,46.5633,50.3034,37.6132,38.9307,38.8475,43.8977
CTD-2014B16.3,0,0,0,0,0,0.100657,0.016776167
FGF18,0.270722,0.191334,0.236436,0.560452,0.393939,0.384307,0.339531667
PRR23A,0,0,0.0143068,0,0,0,0.002384467
REN,0.110944,0.117615,0.0968806,0.074769,0.125564,0.160779,0.114425267
HMGB1,274.24,287.971,268.467,294.459,290.474,274.894,281.7508333
DCX,0,0,0,0,0,0,0
POM121L2,0,0.0089737,0.0962218,0.0171175,0,0.0315456,0.0256431
DSG3,0,0,0.0014124,0.00145338,0,0,0.00047763
MAGEH1,10.1868,10.2758,9.84696,9.31914,10.0181,9.81356,9.91006
ERI1,6.05819,6.43914,6.24749,6.01524,6.12181,6.61141,6.24888
HMGN4,26.1328,25.3397,26.3253,28.8468,30.8258,29.4379,27.81805
TPX2,40.8731,43.5625,40.9882,44.4948,39.7642,41.4576,41.85673333
LACTBL1,0,0,0,0,0,0,0
NEU1,27.7754,26.5354,28.3279,22.6698,22.1715,23.9766,25.24276667
NPAS3,1.67659,1.3376,1.06567,0.783754,0.895872,1.1684,1.154647667
ZPBP,0.0595036,0.136894,0.0895944,0,0.0774225,0,0.060569083
CNNM4,20.8541,19.7497,21.0243,17.6626,16.327,17.1245,18.79036667
TTYH3,11.3265,10.9991,11.8964,9.95325,9.4653,9.04842,10.44816167
AC026740.1,1.45913,2.16184,1.93015,1.96097,1.80044,2.0467,1.893205
LIPA,43.5532,44.9722,40.7837,40.2565,39.4172,40.4769,41.57661667
TTC8,40.4297,40.203,44.2133,40.5078,36.0065,39.903,40.21055
DYNC2H1,2.20392,1.68284,1.95284,1.96435,2.28857,2.8843,2.162803333
FAM228A,0,0,0.168246,0,0.0165642,0.0181791,0.03383155
FARS2,4.50521,4.04817,4.16498,4.84583,4.32385,4.3843,4.378723333
KNTC1,24.4166,21.8809,22.1289,21.7806,23.548,23.6515,22.90108333
CLSTN1,51.1738,49.3368,54.6064,45.3258,43.9301,44.1917,48.0941
UPF3B,13.3461,14.8804,14.0625,15.522,15.2891,15.6115,14.78526667
TUBA8,0.175106,0.194099,0.309334,0.386964,0.375867,0.304204,0.290929
FEZF1,0,0.0134148,0.016577,0.0482039,0,0.04716,0.020892617
PPP5C,23.6611,24.1377,23.773,23.5832,22.2464,23.2851,23.44775
POC1A,4.94559,5.29419,4.86259,5.27363,4.13281,5.17737,4.947696667
MDM4,30.4519,33.5763,28.5624,30.7431,37.5293,33.149,32.33533333
SLC16A9,1.59701,1.80986,1.6773,2.14047,1.71661,2.08701,1.838043333
ACO2,37.3017,36.906,38.6174,33.7469,34.1101,32.2192,35.48355
PRDM12,0.414411,0.342891,0.357513,0.68468,0.366065,0.364089,0.421608167
ORC2,13.7542,15.5836,14.8384,15.6506,16.7115,17.2165,15.6258
RNF125,0.706217,0.594971,0.527188,0.750905,0.763557,0.698333,0.6735285
CACNA2D4,0.0531849,0.0940762,0.0399227,0.0801111,0.0548272,0.0681736,0.065049283
TP53I11,36.2457,33.5288,38.1652,31.0907,31.4452,29.184,33.2766
SYPL2,0.134238,0.120961,0.0967199,0.0950019,0.12154,0.0601415,0.10476705
CARM1,36.6854,35.4989,38.7436,29.9674,31.8634,34.2238,34.49708333
MYCBP2,8.00058,7.86882,7.5537,7.37067,8.104,7.20785,7.68427
C1QTNF9B,0.0706082,0,0.0526405,0.0135387,0,0,0.0227979
CHST4,0,0,0,0,0,0,0
ENTPD3,2.21268,2.20898,2.11799,2.1824,1.58024,2.01981,2.053683333
CCNE1,11.0772,10.9544,10.7908,12.3042,11.3046,11.1672,11.2664
EIF4E,26.8255,30.2383,27.6921,35.7221,32.1555,30.8556,30.58151667
FAM65A,20.5755,18.6066,19.902,16.7117,18.6458,19.6948,19.02273333
BCAT2,25.7674,21.0508,25.5804,21.7042,19.1998,20.5531,22.30928333
ABCF3,34.2334,32.233,33.2738,30.5517,30.1545,29.1599,31.60105
SLC10A6,0,0.0187745,0.0232,0.017905,0.0400865,0,0.016661
MAP3K5,3.39263,3.20446,3.1685,3.28675,3.66401,3.39492,3.351878333
GATC,14.3654,14.6778,14.5998,15.982,16.3842,16.706,15.45253333
AC008267.1,0,0,0,0,0,0,0
PSMF1,49.9182,47.8947,48.5245,44.3804,39.1249,37.7824,44.60418333
STARD3NL,15.5694,14.5938,16.3738,16.4227,14.9143,16.8719,15.79098333
RGS22,3.93038,4.55443,3.25362,6.16589,6.00529,7.74684,5.276075
ATXN2L,50.2245,50.6213,49.7933,50.8677,46.4323,45.9179,48.97616667
PARVA,14.7158,14.43,15.1923,14.0214,13.3199,12.6518,14.0552
PSMB2,33.3652,32.2559,32.018,31.7452,31.0751,32.2876,32.1245
ZNF782,4.0107,3.787,3.86821,3.65966,3.68034,4.36785,3.895626667
MED7,9.14129,10.7782,10.651,10.0205,8.88578,10.2925,9.961545
MBTD1,11.9524,11.6347,11.7959,11.4975,11.9504,12.7077,11.9231
GCHFR,9.09812,6.42485,7.51146,8.65184,5.0266,5.21584,6.988118333
RPRM,1.7781,1.51956,1.75891,1.19236,1.58118,1.60012,1.571705
WWC1,17.7144,17.0462,18.1213,24.2264,23.1847,22.7889,20.51365
DRAP1,59.3946,57.6051,56.4103,56.896,65.4632,55.0479,58.46951667
TAS2R1,0,0,0.0261707,0,0.0226097,0,0.008130067
LEFTY2,0.0122109,0,0,0.0432123,0.0207306,0,0.0126923
DKFZP434A062,0,0,0,0,0,0,0
CEP112,1.3568,1.4111,1.55557,1.57398,1.41119,1.36641,1.445841667
ASIC2,0,0,0,0,0,0,0
CCL26,0.718884,0.838321,0.847581,0.145362,0.42582,0.267881,0.5406415
GPNMB,2.72991,2.47966,2.58235,2.36777,2.401,2.27863,2.47322
C20orf166,0,0,0,0,0,0,0
PTH2R,0.0091517,0,0,0.0185053,0,0,0.0046095
ESPNL,0,0,0,0,0,0,0
PANK1,6.73544,6.80886,6.63342,7.51756,7.28077,7.37129,7.05789
IBA57,3.23379,3.05491,3.03596,3.05088,2.54813,2.57541,2.916513333
ZNF730,0.808565,1.89361,1.44216,1.93449,1.11619,1.3493,1.4240525
ACOT7,27.8291,25.0905,27.0081,27.5537,24.2463,23.7405,25.91136667
HINT3,11.3144,11.5535,11.0182,12.2385,11.8688,14.7146,12.118
MFN2,22.4636,20.0337,21.0366,20.2939,21.504,20.2118,20.92393333
CD74,0,0.0314112,0.153251,0.244818,0.0688449,0.302229,0.133425683
LRRFIP2,8.00115,10.3676,9.62684,10.8176,12.5885,12.2987,10.61673167
CKLF,25.6726,28.9234,23.3773,25.631,24.959,25.8902,25.74225
SUCLA2,13.5337,14.0502,16.5499,14.199,13.1905,15.0525,14.4293
OR6N2,0,0,0,0,0,0,0
UBFD1,33.7763,33.6397,34.5134,33.2883,35.1778,35.1021,34.2496
COMMD1,37.7138,38.5002,36.8498,33.8583,35.189,34.5186,36.10495
CNTROB,17.6829,17.1189,18.455,17.9667,18.095,16.1124,17.57181667
NDRG4,9.16656,7.66848,7.06586,7.05836,7.80145,9.02645,7.964526667
LAPTM4A,161.833,156.591,162.418,171.67,174.096,184.158,168.461
ZDHHC16,25.7532,24.0619,26.8399,24.5447,22.6683,22.7754,24.44056667
C2orf43,10.6572,10.2941,10.6237,9.52723,9.99218,10.8909,10.330885
ZNF630,5.44663,5.37822,4.57165,4.37976,4.24737,4.55478,4.763068333
GLMN,6.63408,5.19041,5.6937,6.30054,6.24243,7.56799,6.271525
CANT1,54.4196,53.0864,54.4919,48.7757,43.899,43.4862,49.69313333
NEK8,6.62055,6.28978,6.51091,6.02954,5.44413,4.97153,5.97774
SORT1,37.0384,35.702,37.6594,33.4811,32.7551,34.1607,35.13278333
NRF1,8.35524,8.63124,8.72365,8.17997,8.02431,7.4374,8.225301667
SLC22A15,3.27963,2.57823,2.87559,3.48256,3.45039,4.06475,3.288525
NHLRC1,2.22557,2.34677,2.21395,2.49078,2.34374,2.38006,2.333478333
RBM42,31.2855,28.0905,33.6329,30.7199,29.3645,29.6342,30.45458333
ZNF662,0.0809949,0.0407909,0.256869,0.200827,0.0348248,0.0191252,0.105571967
SLC4A5,0.262494,0.598465,0.528351,0.259418,0.213555,0.183274,0.340926167
PRSS50,0,0,0,0,0,0,0
RAB3D,19.22,18.4206,19.0153,13.8633,14.1464,14.7994,16.5775
CSN2,0,0,0,0.0269926,0,0,0.004498767
3-Sep,1.42521,1.12784,1.15507,1.35924,1.4824,1.6109,1.36011
IL25,0,0,0,0.0209267,0.0234259,0,0.0073921
TECR,92.3384,81.0471,94.9783,74.4917,60.5001,67.0194,78.39583333
TSPAN31,44.6076,42.8783,43.3515,34.7992,37.6304,34.7808,39.67463333
PAX3,0,0.0473949,0.0381508,0,0.0164796,0,0.017004217
H2BFM,0.469931,0.22639,0.143684,0.0415282,0.108907,0.088629,0.179844867
DUSP11,15.0984,14.8074,14.4892,15.2748,15.0293,18.3814,15.51341667
DNHD1,0.457824,1.41895,0.482367,1.26392,0.537939,0.590787,0.7919645
HEMK1,8.57472,8.29449,8.91804,7.37313,8.78328,7.46923,8.235481667
SLC9A3R2,40.8043,37.6094,41.2255,33.8186,33.9261,29.3306,36.11908333
DUX4L4,0,0,0,0,0,0,0
RAPGEF4,0.382339,0.508066,0.358103,0.486287,0.775906,0.424174,0.489145833
TMTC4,5.06962,5.35561,5.87855,5.37284,5.11056,5.62331,5.401748333
MVK,20.0858,19.9809,21.2219,22.4051,19.2147,22.6142,20.92043333
SLC18A3,0.010368,0,0,0,0,0,0.001728
ANKRD18B,4.99959,2.95217,4.40945,3.05908,9.20704,5.49662,5.020658333
DCUN1D2,8.93079,11.5414,11.6126,12.1114,9.86013,10.0199,10.67937
CACNA1E,0,0.0153104,0,0,0.00383519,0,0.003190932
OARD1,28.8707,27.6632,26.0687,24.8433,26.1564,25.3345,26.48946667
OR7D2,0,0.0202071,0,0,0,0,0.00336785
NPSR1,0,0,0,0,0,0,0
APEX1,305.217,293.436,313.855,287.223,268.623,278.217,291.0951667
SCRIB,53.8323,49.5724,48.7246,47.3128,52.0446,44.4702,49.32615
NPW,0.672228,0.367946,0.702254,0.229571,0.554058,0.282227,0.468047333
SLC2A12,1.32406,1.19826,1.36085,0.870679,0.852828,1.09643,1.1171845
PAPOLA,88.5057,88.1853,85.4026,79.9366,85.0258,95.4314,87.08123333
PLCH1,4.38582,4.22557,4.12363,3.16761,3.73073,3.57419,3.867925
LIN7B,3.62407,3.88559,4.00211,4.35811,4.23881,3.84663,3.992553333
SERPINI1,1.14039,1.31224,1.3212,1.24198,1.37966,1.41023,1.30095
TRMT13,4.88977,4.94518,5.60047,6.57144,5.3538,5.81719,5.529641667
DPRX,0,0.0551291,0.136249,0,0.0588548,0,0.041705483
AL035252.1,0,0,0,0,0.937898,0.514669,0.2420945
UCP2,109.757,104.59,103.867,89.2335,99.0744,89.696,99.36965
BRDT,0.0947253,0.0173832,0,0.0248682,0.00927794,0.0305521,0.02946779
GINS4,2.94121,3.04456,3.63714,3.86134,3.31679,3.0206,3.303606667
ARHGEF2,9.5665,9.7901,10.5972,9.1944,10.8981,8.74163,9.797988333
EDARADD,6.09967,5.39438,5.66514,4.22162,4.52664,4.62567,5.088853333
CCDC80,0.181356,0.300395,0.0629464,0.340014,0.219876,0.147203,0.208631733
NOC4L,9.15039,8.49887,9.90539,8.59704,9.01981,8.70819,8.979948333
OR6C70,0,0,0,0,0,0,0
C1orf74,2.37883,2.45083,2.45795,2.03246,1.74431,2.14326,2.201273333
ZNF846,3.3498,4.16894,2.86685,3.02585,2.6722,3.44905,3.255448333
MCTP2,0.1131,0.0693747,0.0740589,0.10354,0.0572669,0.0151607,0.072083533
SPICE1,20.2086,19.334,19.3019,20.4907,19.0172,17.4914,19.3073
CERS2,645.542,609.066,650.398,613.629,575.968,609.044,617.2745
IRGM,0.0157947,0,0,0,0,0.0196189,0.005902267
CCDC172,0,0,0,0.0310818,0.0173969,0,0.008079783
PSMC5,218.725,225.897,228.048,223.679,213.763,203.526,218.9396667
PCED1B,2.20375,2.75477,2.49141,2.09042,1.83033,1.70106,2.178623333
TAAR1,0,0,0,0,0,0,0
TRPV5,0.0126126,0,0.0165257,0,0,0,0.004856383
FBRS,29.9225,27.3682,29.5209,25.6707,25.3936,23.8746,26.95841667
C2orf50,0.208828,0.323071,0.155126,0.178487,0.133948,0.330089,0.2215915
ASCL1,0.0202509,0.0214686,0.0795876,0.0204743,0.0229194,0,0.027450133
MBD4,39.5965,37.9541,38.9419,38.2515,39.3558,41.6923,39.29868333
GK5,7.47907,5.70931,5.09121,7.7529,7.92368,7.25799,6.869026667
EXOC5,15.1802,15.3082,14.068,15.1886,15.7114,17.1797,15.43935
OLIG3,0,0,0,0,0,0,0
NFKBIL1,8.69417,7.80324,9.00749,7.78608,7.43318,6.79591,7.920011667
LGALS2,0,0,0,0,0,0,0
NDFIP2,13.7954,14.6862,14.173,13.9748,13.5603,15.8738,14.34391667
AOAH,0,0,0,0,0.0226688,0,0.003778133
RNF4,29.8099,29.6544,26.8925,31.6641,32.2119,28.3512,29.764
DNAJC22,12.0274,10.9047,11.6394,9.19188,9.31289,9.09595,10.36203667
TOM1L2,33.4863,30.9582,33.1567,23.7212,23.0302,22.6749,27.83791667
DIO3,0.375175,0.359243,0.491489,0.293662,0.315036,0.270587,0.350865333
KCNC4,0.390737,0.435295,0.363086,0.42183,0.5043,0.477118,0.432061
ATP6V1B1,13.812,12.2638,14.0708,11.8679,15.1951,13.4231,13.43878333
FOXS1,0,0,0,0,0,0,0
FPR2,0,0,0,0,0,0,0
LRRC14,11.8146,10.5835,12.8033,10.1474,9.46056,9.63406,10.74057
RAX2,0.00591621,0,0,0.0119637,0.0267857,0,0.007444268
EPT1,18.7226,20.412,18.0792,24.1261,21.4845,22.2783,20.85045
ITPRIPL2,1.8443,1.63691,1.84217,1.50948,1.39387,1.84561,1.678723333
LUC7L,77.9206,76.8157,78.1128,78.6404,58.8622,74.7642,74.18598333
NDUFV1,85.3124,82.1067,85.9361,77.5711,75.815,77.9036,80.77415
TTC18,0.44679,0.352528,0.441414,0.346087,0.307994,0.28172,0.3627555
POLN,0.166201,0.0834316,0.0907874,0.165897,0.190843,0.123948,0.136851333
BRPF3,15.4225,16.7634,16.7301,12.7999,12.8465,11.6497,14.36868333
CCDC73,0.0251886,0.0267032,0.0329977,0.0318331,0.131734,0.0381121,0.04776145
SPACA3,0,0,0,0,0,0,0
ST8SIA1,0.0337016,0.0804515,0.161893,0.0340734,0.0542998,0.0119857,0.062734167
ING4,17.3389,19.0332,18.986,13.8559,14.6918,14.2213,16.35451667
ZNF32,29.8642,30.5597,30.8834,30.0444,30.7518,29.8939,30.3329
CCDC151,0.108646,0.0767782,0.207623,0.268482,0.203271,0.153156,0.169659367
LYPD2,0,0,0.0776293,0.179735,0.0670665,0,0.0540718
WBSCR28,0.389904,0.563657,0.557219,0.179184,0.200583,0.352223,0.373795
PF4,0,0,0,0,0,0,0
GTF3C2,45.4294,45.0544,45.7009,44.688,45.2549,43.661,44.96476667
MFI2,2.89874,3.14787,2.98029,3.19178,2.66007,2.42127,2.883336667
ANAPC15,47.8,50.1145,45.1101,42.1402,42.3216,40.7972,44.71393333
CLDN2,0,0,0.0102088,0,0,0,0.001701467
CLIP4,3.66351,3.53031,3.01865,2.6286,2.61887,2.60302,3.010493333
CSN3,0,0,0,0,0,0,0
P4HTM,34.6843,28.5333,35.4921,31.0143,32.9122,30.4136,32.17496667
APOO,9.11111,9.76825,9.90039,10.0141,9.3421,9.36998,9.584321667
NXT2,7.40786,7.30857,6.49366,6.0572,6.66749,7.12514,6.84332
ABCA8,0,0.00512547,0,0.0048881,0,0,0.001668928
AC004899.1,0,0,0,0,0,0,0
ADPGK,41.1235,39.4841,42.0363,43.6498,39.9656,42.3664,41.43761667
B2M,126.229,121.32,132.016,125.543,116.818,133.612,125.923
PMAIP1,1.21159,1.46592,1.10651,2.96861,2.23056,2.96884,1.992005
UHRF1BP1L,5.62973,5.97158,5.58255,5.13211,4.51742,5.05042,5.313968333
C16orf3,0,0.0308927,0.0381749,0.029462,0,0.036196,0.022454267
DLG4,0.809363,0.853826,0.493957,0.56455,0.635399,0.549781,0.651146
KCNE4,0.0166666,0.0176688,0,0.0337017,0.0094311,0.0207019,0.016361683
PRAMEF1,0,0,0,0,0,0,0
VMA21,9.87801,10.0003,10.3218,12.0812,11.9668,14.1325,11.39676833
TRIM64C,0,0,0,0,0,0,0
SLITRK3,0.0164429,0.0174316,0.0215406,0.00554189,0.0685325,0.0750705,0.034093332
HSPA13,11.0375,11.1953,9.92577,11.9593,10.5093,11.5835,11.03511167
RPA4,0.154843,0.23711,0.247925,0.104367,0.155775,0.213703,0.1856205
PIR,17.7314,16.7186,17.1016,16.5954,14.4997,15.7418,16.39808333
AC132872.2,0.0263156,0.0278979,0.0344741,0.0266059,0.0297833,0.0653741,0.03507515
RASL11A,0.291824,0.291173,0.202393,0.503309,0.330279,0.383802,0.333796667
H3F3B,929.156,933.146,904.604,859.028,772.447,762.122,860.0838333
ALDH8A1,0.0526966,0.084631,0.0217708,0.0106545,0.0188085,0.0261811,0.035790417
IL18BP,2.32431,2.43661,2.77001,2.40394,2.53592,2.09252,2.427218333
SERHL2,12.6685,11.8101,13.6289,7.10464,6.01344,8.81653,10.00701833
U2AF2,108.061,100.151,108.861,103.298,94.9317,100.977,102.7132833
FEZ2,31.8069,29.705,28.1232,25.2151,26.0557,28.5368,28.24045
HINFP,8.63438,8.60832,9.0197,7.37822,7.48595,7.70414,8.138451667
CAMKK2,19.7874,20.2887,19.8054,21.5277,21.4374,20.489,20.55593333
PFN3,0,0,0,0,0.160708,0.0881882,0.0414827
S100PBP,11.2573,11.0294,9.77169,11.0081,12.4374,11.9982,11.25034833
SSX2IP,8.92298,9.87885,8.86607,9.49836,7.9514,10.7665,9.314026667
NPVF,0,0,0,0,0,0,0
OR1A1,0,0,0,0,0,0,0
AC124890.1,0,0.0172188,0.0212777,0.0492641,0.036765,0.0201747,0.024116717
PHKB,12.2428,11.639,13.7621,12.6816,11.2375,9.54395,11.85115833
C2orf71,0.00335444,0,0,0,0,0,0.000559073
ULK3,24.2314,21.2199,25.5122,22.3997,21.8422,21.8336,22.83983333
RALGAPA2,7.17609,7.20065,6.81629,6.16762,6.40346,6.44032,6.700738333
ST3GAL4,114.223,105.075,116.658,92.3761,89.3567,88.4569,101.0242833
HIST1H4G,0,0,0,0,0,0,0
SLC44A4,0.822749,1.04416,0.670504,0.662099,0.743923,0.964107,0.817923667
SCN10A,0,0,0,0,0,0,0
HOMER1,12.7817,12.2054,11.4591,11.6366,13.3138,11.4638,12.1434
EPRS,39.3133,41.2482,37.5666,42.212,43.3264,42.2834,40.99165
KPNB1,122.922,134.485,119.119,141.051,143.915,134.945,132.7395
DYM,13.4857,11.5061,11.4006,12.9032,13.2512,13.5917,12.68975
WIBG,36.6833,37.7391,38.8603,35.0967,34.5445,32.8302,35.95901667
PHAX,10.194,10.4964,10.4725,10.9686,10.3212,11.4723,10.65416667
JDP2,10.7375,9.93996,9.2108,8.07431,7.84549,6.46324,8.711883333
HTRA3,0,0,0,0,0,0,0
KIAA0319,1.18666,0.849269,1.22082,0.732165,0.698345,0.753445,0.906784
NAGPA,5.88855,5.18789,6.53363,5.30788,4.83584,5.96078,5.619095
GPATCH3,5.81582,5.25503,5.23476,5.59108,6.49268,4.25703,5.441066667
DNAJC5G,0.0477791,0,0.0778304,0.0966124,0,0.0630667,0.0475481
CFB,0.599636,0.21978,0.533051,0.220114,0.205305,0.383616,0.360250333
PAPPA,0,0,0,0,0,0,0
SMAD3,29.9141,29.4076,29.4659,26.8771,24.1748,23.2191,27.17643333
UNC93B1,24.0415,23.3292,27.783,18.3257,20.6387,19.9566,22.34578333
FHL5,0,0,0,0,0,0,0
CD48,0,0,0,0,0,0,0
ESCO2,8.05852,8.18466,8.56778,9.5656,8.86199,8.52655,8.627516667
HR,6.58587,7.69714,6.29674,9.13461,8.76308,8.17007,7.774585
GSTO2,17.2033,18.9016,17.1876,18.7332,17.9519,19.1522,18.1883
SGPP2,0.542388,0.730407,0.528106,0.489088,0.468691,0.531077,0.548292833
GPR27,5.28304,5.7201,5.57966,7.29773,6.37319,6.8928,6.191086667
UPF3A,9.45448,8.93046,9.29007,8.6524,9.85228,8.90895,9.18144
AC079354.2,6.8588,7.27121,4.4926,3.46723,3.88131,6.38957,5.393453333
EXTL3,7.71838,7.40268,8.21352,6.41916,7.06118,6.71506,7.254996667
AURKC,0.0678468,0,0,0.137192,0,0,0.034173133
FIBCD1,8.81657,7.63777,9.94968,8.28436,8.93702,8.02275,8.608025
FOXB2,0,0,0,0,0,0,0
HIC1,0.17617,0.220784,0.285351,0.240835,0.223357,0.254441,0.233489667
POU5F2,0,0,0.0517553,0.0798858,0.0447131,0.0490724,0.0375711
PSMC6,93.6806,94.7287,90.0413,92.5514,85.0083,91.9283,91.3231
THSD7B,0.0772311,0.0517095,0.042598,0.0566085,0.0230001,0.0151443,0.044381917
GNAT3,0.0240901,0,0,0,0,0,0.004015017
C10orf90,0.0725904,0,0,0.028803,0.0374005,0,0.023132317
ASB6,19.9852,19.5057,19.8975,20.9403,19.5241,19.8303,19.94718333
GCSAM,0,0,0,0,0.0165908,0,0.002765133
ATP1B3,88.2586,93.021,99.1841,101.162,96.976,103.578,97.02995
TRIM22,0.110453,0.122116,0.293263,0.133929,0.216877,0.0466006,0.1538731
VPS33A,14.6559,14.0416,15.9819,15.6125,13.1443,17.7951,15.20521667
C17orf112,0,0,0,0,0,0,0
GALR2,0.0792873,0.0420274,0.18177,0.140284,0.0673016,0.123105,0.105629217
WFDC10A,0.0919164,0,0,0,0,0.0570855,0.02483365
PDLIM1,40.5442,39.8575,40.8309,38.738,34.5768,34.6987,38.20768333
KIAA1107,0.94186,0.939194,1.09128,0.730269,0.864297,0.928463,0.915893833
IGF2R,20.2997,20.9519,22.2365,19.89,19.0466,18.4807,20.1509
NCOA7,7.40048,7.86609,7.34506,6.06585,4.44362,6.98807,6.684861667
USP20,12.4212,11.107,12.6775,11.3353,10.2719,10.3693,11.3637
C7orf71,0,0,0,0,0,0,0
POMZP3,7.25325,7.69057,7.61095,7.32623,8.17065,7.30906,7.560118333
NEDD4L,15.5843,14.104,15.2979,12.0515,11.8875,12.2969,13.53701667
DEFB125,0,0,0,0,0,0,0
THSD7A,0.00219342,0.00465061,0,0.00221761,0,0.00817343,0.002872512
FAM167A,1.57547,1.79787,1.61548,1.22289,1.12854,1.28987,1.438353333
DIAPH3,1.91555,2.20132,1.98442,1.9746,1.60666,2.15801,1.973426667
ZNF506,4.30203,4.20029,4.70937,4.60822,3.95796,4.18469,4.327093333
ALG2,34.6613,34.1043,36.5826,37.6303,33.8889,38.2161,35.84725
AC009365.3,0.0128052,0,0,0,0,0,0.0021342
HOXC5,0.472815,0.323321,0.343925,0.241682,0.308614,0.516212,0.3677615
